LOCATION,STATAREA
JULY 17-19 LONG BAY,476035
JULY 6-9 CEDAR BAY,476305
JUNCTION IS,476006
JUNCTION ISLAND,476006
JUNCTION ISLAND AND PERRY ISLAND SOUTH SIDE,476033
JUNCTION ISLAND PWS,476006
"JUNCTION ISLAND, DANGEROUS PAS",486005
JUST EAST OF SHOUP BAY IN VALDEZ,466100
JUST N OF SAWMILL BAY,466100
JUST NORTH OF SIWASH BAY - UNAKWEK BAY,476036
"JUST OUT SIDE OF WHITTIER,",486033
JUST OUTSIDE COLROSS PASS,486033
JUST OUTSIDE CULROSS PASS,486033
JUST OUTSIDE EWAN BAY,486005
JUST OUTSIDE NELLIE’S REST,486003
JUST OUTSIDE OF CASCADE BAY,476033
"JUST OUTSIDE OF THE HARBOR IN VALDEZ, AK",466100
JUST OUTSIDE PADDY BAY,486006
JUST OUTSIDE PASSAGE CANAL TOWARDS PORTWELLS,486033
JUST OUTSIDE QUILLIAN BAY,486033
JUST OUTSIDE SURPRISE COVE,486033
JUST OUTSIDE VALDEZ HARBOR,466100
JUST OUTSIDE WHITER HARBOR ON OPPOSITE SIDE,486033
JUST PAST MILLER CREEK ENT,499999
JUST PAST SHOUP BAY BY FIRST WATERFALL,466100
JUST WEST OF BERTH 5 VALDE,466100
KACUUQAP BAY,476033
KASHWITNA BAY,499999
KEYHOLE,476036
KHAZ BAY,499999
KIGHT ISLAND,476005
KING BAY,486032
KING'S BAY,486032
KINGS,486032
KINGS  BAY RIVER MOUTH,486032
KINGS BAY,486032
KINGS BAY NORTH SIDE,486032
KINGS BAY OUTSIDE SHADY COVE,486032
KINGS BAY TAYLOR GLACIER C,486032
KINGS BAY WEST FINGER INLET,486032
KINGS BSY,486032
KINGS POINT,486004
KINGS. BAY,486032
KINGSBAY,486032
KING’S BAY,486032
KINIKILIK,476036
KINIKLIK,476036
KINIKLIK COVE,476036
KINIKLIK IS,476036
KINIKLIK ISLAND,476036
KLICKLIK BAY,476034
KLICKLIK ISLAND,476036
KNIGHT,476005
KNIGHT - LOWER PASSAGE,476004
KNIGHT - UPPER PASSAGE,476006
KNIGHT IS,476005
KNIGHT IS PASSAGE,476006
KNIGHT IS. PASSAGE,476006
KNIGHT ISLAND,476005
KNIGHT ISLAND  HERRING BAY,476006
KNIGHT ISLAND (SOUTH LONG CHANNEL),476005
KNIGHT ISLAND BAY,476005
KNIGHT ISLAND LOUIS BAY,476007
KNIGHT ISLAND LOWER PASSAG,476004
KNIGHT ISLAND LOWER PASSAGE,476004
KNIGHT ISLAND PASSAGE,476005
KNIGHT ISLAND PASSAGE LOWER PASSAGE,476004
KNIGHT ISLAND SOUND SIDE,476004
KNIGHT ISLAND SOUTH SIDE,476004
KNIGHT ISLAND UPPER PASSAGE,476006
"KNIGHT ISLAND, MUMMY BAY",476004
KNIGHT PASSAGE,476005
KNIGHT PASSGAE,476004
KNIGHT SOUTH END,476004
"KNIGHTS ISLAND, LITTLE BAY",476005
KNIGHTS PASSAGE,476005
KNOWLES BAY,466033
KNOWLES HEAD,466032
KOCHRAN BAY,486033
KOCKRINE BAY(BACK OF BAY),486033
KOCLRINE BAY (BACK OF BAY),486033
KOKCRINE BAY (BACK OFBAY),486033
KOKRINE BAY,486033
LA TOUCHE PASSAGE,475933
LACKS TONE BAY,486033
LAGER BAY,499999
LAKE BAY,486033
LAKE BAY (ESTER ISLAND),486033
LAKE BAY - EASTER ISLAND,486033
LAKE BAY ESTHER ISKAND,486033
LAKE BAY ESTHER ISLAND,486033
"LAKE BAY, ESTHER IS",486033
"LAKE BAY, ESTHER IS.",486033
"LAKE BAY, ESTHER ISLAND",486033
LANDLOCK BAY,466033
LANDLOCKED BAY,466033
LARSON BAY,499999
LATOUCHE,476003
LATOUCHE ISLAND,476003
LATOUCHE PASSAGE,476004
LAWRENCE GLACIER,486033
LEAR ARE CR,486033
LEARNARD CR,486033
LEARNARD CR.,486033
LEARNARD PK,486033
LEONARD GLACIER,486033
LILJEGREN PASSAGE,476034
LITTLE AXEL ISLAND,476033
LITTLE AXEL LIND ISLAND,476033
LITTLE GREEN ISLAND,476003
LOAN  PASSAGE,476033
LOAN PASSAGE,476033
LOG BAY,486033
LOG CAMP BAY,486033
LOGGERS CAMP BAY,486033
LOGGING CAMP,486033
LOGGING CAMP BAY,486033
LOGGING CAMPBAY,486033
LOGGING COVE,486033
LOIS BAY,476007
LOND BAY,499999
LONE BAY,476033
LONE ISLAND,476033
LONE ISLAND PWS,476033
"LONE ISLAND, WHITTIER",476033
LONE PASAGE,476033
LONE PASSAGE,476033
LONG,499999
LONG  BAY,476035
LONG AND WELLS BAY,476036
LONG BAG,499999
LONG BAT,499999
LONG BATY,476035
LONG BAY,476035
LONG BAY (MOUTH),499999
LONG BAY BY COLUMBIA GLACIER,476035
LONG BAY COLUMBIA BAY,476035
LONG BAY CULROSS ISLAND,486033
LONG BAY CULROSS PASSAGE,486033
LONG BAY N GLACIER ISLAND,476035
LONG BAY PWS,476035
LONG BAY WE WAS ROBBED,499999
"LONG BAY, NE PWS BY COLUMBIA GLACIER",476035
"LONG BAY, PWS",476035
LONG BAY- VALDEZ ARM,476035
LONG CHAANEL,499999
LONG CHANEL,499999
LONG CHANNEL,499999
LONG PASSAGE,476006
LONG PASSAGE KNIGHT ISLAND,476006
"LONG PASSAGE, KNIGHT ISLAND",476006
LONG POINT,476035
LONG PT. BY COLUMBIA BAY,476035
LONGBAY,476035
LONGS BAY,499999
LON’S CHANNEL,476005
LOUIS BAY,476007
LOUIS BAY (KNIGHT ISLAND),476007
LOUIS BAY KNIGHT ISLAND,476007
LOUIS BAY SOUTH OF DISK ISLAND,476007
"LOUIS BAY, KNIGHT ISLAND",476007
"LOUIS BAY, KNIGHT ISLAND P",476007
LOUS BAY,476007
LOWE RIVER OUTLET,466100
LOWE RIVER OUTLET PWS,466100
LOWER COLROSS PASSAGE,486031
LOWER COUROSS PASSAGE,486031
LOWER CULROSS,486031
LOWER CULROSS PASS,486031
LOWER CULROSS PASSAGE,486031
LOWER ESTHER PASSAGE,476033
LOWER HERRING,476006
LOWER HERRING BAY,476006
LOWER HERRING BAY - KNIGHT,476006
LOWER HERRING BY,476006
LOWER HERRING PASSAGE KNIG,476006
LOWER KNIGHT ISLAND,476004
LOWER KNIGHT ISLAND PASSAGE,476005
LOWER NIGHT PASSAGE,476004
LOWER PASSAGE,476004
LOWER PASSAGE KNIGHT ISLAN,476004
LOWER PASSAGE KNIGHT ISLAND,476007
"LOWER PASSAGE, KNIGHT ISLA",476007
LOWER PRINCE OF WALES,486001
LUCAS ISLAND IN BLACKSTONE,486033
LUCKY BAY,476005
LUCY BAY,476005
MACLURE,486031
MAIN  BAY,486031
MAIN BAI,486031
MAIN BAY,486031
MAIN BAY ENTRANCE,486031
MAIN BAY HATCHERY,486031
MAIN BAY IN SOUND,486031
MAIN BAY INSIDE BAY,486031
MAIN BAY MOUTH,486031
MAIN BAY NORTH SIDE,486031
"MAIN BAY, EXTERIOR",486031
"MAIN BAY, NEAR FINGER COVE",486031
"MAIN BAY, WHITTIER",486031
MAIN BAY. DIRECTLY ACROSS,486031
MAIN CANAL,486031
MAINBAY,486031
MAINBAY NW PRESTON,486031
MAINBAY PRESTON/FINGER COVE,486031
MAINE BAY ENTRANCE,486031
MALLARD BAY,476005
MANNING ROCKS,476007
MANNING ROCKS KNIGHT ISLAND,476007
MARRIMAN,486100
MARSHA BAY,476007
MARSHA BAY KNIGHT ISLAND,476007
MARSHA BAY/ KNIGHT ISLAND,476007
MASKED BAY,486005
MC CLUE BAY,486031
MC CLUE3 BAY,486031
MC CLURE BAY,486031
MCCKURE/NELLIEJUAN,486031
MCCLUE BAY,486031
MCCLUR BAY,486031
MCCLURE,486031
MCCLURE BAY,486031
MCCLURE BAY (OUTSIDE),486031
MCCLURE BAY - MOUTH,486031
MCCLURE BAY / WEST GABLE C,486031
MCCLURE BAY EAST SIDE,486031
MCCLURE BAY ENTRANCE,486031
MCCLURE BAY INLET,486031
MCCLURE BAY PORT NELLIE JU,486031
"MCCLURE BAY, 1 POT STOLEN",486031
"MCCLURE BAY, ACROSS FROM CANNERY",486031
"MCCLURE BAY, PORT NELLIE JUAN",486031
MCCLURE BAY-PORT NELLIE JUAN,486031
MCCLURE BAY/NELLIE JUAN,486031
MCCURE,486031
MCCURE BAY,486031
MCLURE,486031
MCLURE BAY,486031
MCPHERSON BAY,476033
MEALS HILL,499999
MEARES POINT PERRY ISLAND,476033
MEULLER COVE,476036
MEW BAY,476007
MEW COVE KNIGHT ISLAND,476005
"MEW COVE, LOWER PASS",476007
MID COCHRANE,486033
"MID COCHRANE BAY, PWS",486033
MID CULROSS PASSAGE,486033
MID WAY UP UNAKWICK BAY,476036
MID-CULROSS PASS,486033
MIDDLE COCHRANE BAY,486033
MIDDLE OF LONG BAY,499999
MIDDLE RK,466100
MIDDLE ROCK,466100
MIDDLE ROCK PORT VALDEZ,466100
MIDDLE ROCK VALDEZ,466100
MIDDLE ROCK VALDEZ ARM,466100
MIDDLE ROCK VALDEZ NARROWS,466100
"MIDDLE ROCK, VALDEZ",466100
"MIDDLE ROCK, VALDEZ BAY",466100
MIDDLE ROCK-VALDEZ,466100
MIDDLE ROCL,466100
MIDDLE/SOUTH CULROSS,486031
MIDWAY DOWN BLACKSTONE,486033
MIDWAY THROUGH CULROSS PASSAGE,486033
MIDWAY UP UNAKWICK BAY,476036
MINERAL BAY,466100
MINERAL COVE,466100
MINERAL CREEK,466100
MINERAL CREEK AREA,466100
MINERAL CREEK FALLS,466100
MINERAL CREEK ISLAND,466100
MINERAL CREEK PORT OF VALD,466100
MINERAL CREEK PORT VALDEZ,466100
MINERAL CREEK VALDEZ,466100
"MINERAL CREEK, PORT VALDEZ",466100
"MINERAL CREEK, VALDEZ ALASKA",466100
"MINERAL CREEK, VALDEZ ARM",466100
MINERAL CREEL,466100
MINERS BAY,476101
MINERS BAY UNAKWIK INLET,476101
MINK,486031
MINK BAY,486031
MINK COVE,486031
MINK CREEK/APPLEGATE,486031
MINK INLAND,486031
MINK IS. PORT NELLIE JAUN,486031
MINK ISALND,486031
MINK ISL,486031
MINK ISLAND,486031
MINK ISLAND PORT NELLIE JU,486031
MINK ISLAND ROCKS,486031
"MINK ISLAND, DEEP WATER, G",486031
"MINK ISLAND, NELLIE JUAN",486031
"MINK ISLAND, PORT NELLIE JUAN",486031
MINK ISLAND/ PORT NELLIE JUAN,486031
MINOR BAY,476101
MLURE BAY,486031
MONATGUE STRAIT,476003
MONTAGAUE ISLAND,476003
MONTAGUE,476008
"MONTAGUE ISLAND, MIDDLE P",476003
"MONTAGUE ISLAND, ZAIKOF BAY",476008
MONTAGUE STRAIGHT,476007
MONTAGUE STRAIT,476007
MORAINE AT HEAD OF BLACKSTONE BAY,486033
MOUTH COCHRANE,486033
MOUTH COCKRIN BAY,486033
MOUTH E. TEIN BAY PERRY IS.,476033
MOUTH GRANITE BAY,486034
MOUTH HEATHER BAY,476035
MOUTH OF  COCHRANE,486033
MOUTH OF BARRY ARM- LATERAL MORAINE,486034
MOUTH OF BETTLES BAY,486034
MOUTH OF BLACKSTONE,486033
MOUTH OF BLACKSTONE BAY,486033
MOUTH OF BLUE FIORD,486003
MOUTH OF CEDAR BAY,476036
MOUTH OF COCHRANE,486033
MOUTH OF COCHRANE BAY,486033
MOUTH OF COG HILL,476102
MOUTH OF CULROSS,486033
MOUTH OF CULROSS PASS,486033
MOUTH OF DEEP WATER BAY,486032
MOUTH OF DEREKSON BAY,499999
MOUTH OF ESHAMY,476006
MOUTH OF ESHAMY BAY,476006
"MOUTH OF GALENA BAY, SOUTH",466033
"MOUTH OF GRANIT BAY, NEAR",499999
MOUTH OF GROWLER BAY,476035
MOUTH OF HARRISON LAGOON,486034
"MOUTH OF HEATHER BAY, EMERALD BAY",476035
"MOUTH OF HERRING BAY, KNIGHT ISLAND",476006
MOUTH OF HOBO BAY,486034
MOUTH OF HUMMER BAY,486034
"MOUTH OF JACK BAY, VALDEZ",466100
MOUTH OF LAKE BAY,486033
MOUTH OF LONG BAY,499999
MOUTH OF MAIN BAY,486031
MOUTH OF MCCLURE,486031
"MOUTH OF MUELLER COVE, UNA",476036
MOUTH OF PIGOT BAY,486034
MOUTH OF SHOTGUN COVE,486033
"MOUTH OF SHOTGUN COVE, WHITTIER",486033
MOUTH OF SHOUP BAY,466100
MOUTH OF SIWASH BAY,476036
MOUTH OF SQUAW BAY,476033
MOUTH OF WEST TWIN (PERRY),476033
MOUTH OF WEST TWIN BAY,476033
MOUTH SAWMILL BAY,466100
MOUTH WEST TWIN BAY,476033
MUELLER BAY,476036
MUELLER COVE,476036
"MUELLER COVE, UNAKWIK INLET",476036
MULLER,476036
MULLER BAY,476036
MULLER BAY/ UNAKWIK BAY,476036
MULLER COVE,476036
MULLER UNAKWIK,476036
MUMMY  BAY,476004
MUMMY BAY,476004
MUMMY BAY - MOUTH,476004
MUMMY BAY KNIGHT ISLAND,476004
"MUMMY BAY, KNIGHT ISLAND",476004
"MUMMY BAY, N. END KNIGHT ISLAND",476004
MUMMY ISLAND,476004
MUMY BAY,476004
MURRAY BAY,476036
N BAINBRIDGE ISLAND,486001
N BLACKSTONE,486034
N CRAFTON ISL,476032
N CULROSS ISLAND,486033
N CULROSS PASS,486033
N CULROSS PASSAGE,486033
N END DANGEROUS PASS,486005
N END DANGEROUS PASSAGE,486005
N END LONE ISLAND,476033
N END OF CULROSS PASS,486033
N END PORT BAINBRIDGE,486005
N ENTRANCE ESTHER PASSAGE,486034
N ESTER PSG,486034
N ESTHER PASSAGE,486034
N EVANS ISLAND,476004
N GAGE ISLAND,486001
N GRANITE BAY PORT WELLS,486034
N GRANITE BAY WELLS BAY,476036
N JACK BAY VALDEZ ARM,466100
N NAKED ISLAND,476034
N OF CHENEGA ISLAND,486005
N OF DOUBLE BAY,466003
N OF GIBBON. GREEN,476009
N OF PIGET BAY,486034
N PERRY ISLAND,476033
N PORT WELLS,486034
N SIDE KNIGHT ISLAND,476007
N SIDE OF BUZBY ISLAND,466033
N SIDE PASSAGE CANAL,486033
N SIDE PORT NELLIE JUAN,486031
N SIDE PORT VALDEZ,466100
"N SIDE WILLARD ISLAND, BLA",486033
N UNAKWIK INLET,476101
N. BLACKSTONE (POTS STOLEN),486033
N. BLACKSTONE BAY,486033
N. CULROSS PASS,486033
N. CULROSS PASSAGE,486033
N. END OF CULROSS PASS,486033
N. END OF CULROSS PASSAGE,486033
N. END OF PRINCE OF WHALES PASSAGE,486001
N. MOUTH OF CULROSS PASSAG,486033
N. PERRY ISLAND,476033
N/A,499999
N/A- DID NOT GO OUT.,499999
N/W END VALDEZ ARM,466100
N60 55 986 W147 08 686,476035
N:A,499999
NA,499999
NAKED,476034
NAKED ISLAND,476034
NAKED ISLAND /CABIN BAY,476034
NAKED ISLAND OUTSIDE BAY,476034
NAKED ISLAND WEST OF CABIN BAY,476034
NAKED ISLAND/CABIN BAAY,476034
NARROW,499999
NARROWD,499999
NARROWS,466033
NARROWS OUT OF WHITTIER,486033
NARROWS OUTSIDE VALDEZ HAR,466100
NARROWS WATERFALLS AREA,466100
NE COCHRANE,486033
NE COCHRANE BAY,486033
NE ENTRANCE CULROSS PASSAG,486033
NE EVANS ISLAND,476003
NE PERRY ISLAND,476033
NE SIDE PERRY ISLAND,476033
NEAR 3 FINGERS,486033
NEAR ANDERSON BAY,466100
NEAR ANDERSON FALLS IN PORT VALDEZ,466100
NEAR APPLE GATE ISLAND,486031
NEAR DISK ISLAND,476007
NEAR ENTRANCE TO SHOUP BAY,466100
NEAR FOOL ISLAND NORTH OF PERRY ISLAND,476033
NEAR HARRISON LAGOON,486034
NEAR HUMMER BAY,486034
NEAR LOGGING CAMP BAY IN PASSAGE CANAL,486033
NEAR MINERAL CREEK,466100
NEAR MINK COVE,486031
NEAR MINKE ISLAND,486031
NEAR MOUTH OF JACK BAY,466100
NEAR PIRATE COVE,486034
NEAR SAWMILL BAY AREA,466100
NEAR SHORELINE ADJACENT TO ALISON POINT CAMPGROUND,466100
NEAR SHOUP BAY,466100
NEAR SURPRISE COVE,486033
NEAR THE MOUTH OF PIGOT BAY.,486034
NEAR VALDEZ,466100
NEAR VALDEZ HARBOR,466100
NEAR VALDEZ HATCHERY,466100
NEAR WATERFALL,486033
NEAR WHITTIER HARBOR,486034
NEER SHOUP BAY,466100
NELLE JUAN,486031
NELLI JUAN,486031
NELLIE JAUN,486031
NELLIE JUAN,486031
NELLIE JUAN BAY,486031
NELLIE JUAN FJIORD,486031
NELLIE JUAN FJORD,486031
NELLIE JUAN GLACIER,486003
NELLIE JUAN JUST WEST MCCLURE BAY,486031
NELLIE JUAN WEST FINGER,486032
"NELLIE JUAN, DERICKSON",486003
"NELLIE JUAN, DERRICKSON",486003
NELLY JUAN,486031
NELLY WAND,486031
NELLYJUAN,486031
NELSON BAY,456032
"NELSON BAY, CORDOVA",456032
NEPTUNE,486033
NEPTUNE BAY,486033
NEPTUNE POINT,486033
NEPTUNE POINT PASSAGE CANAL,486033
NEPTUNE PT,486033
NEPTUNE PT.,486033
NETTLES BAY,486034
NEVER ENDED UP GOING FISHI,499999
"NEVER FISHED, BLEW UP A MO",499999
NEW HARBOR ENTRANCE,466100
"NEW HARBOR, VALDEZ",466100
NEW VALDEZ HARBOR,466100
NIGHT ISLAND,476006
NIGHT ISLAND SQUIRE ISLAND,476005
"NIGHT ISLAND, MEW COVE",476007
NIGHTMARE COVE,476036
NILLE JUAN,486031
NO SHRIMPING PERFORMED,499999
NO. 5 JACK'S BAY,466100
NONE,499999
NONE/ DID NOT FISH FOR SHR,499999
NORTH  ENTRANCE CULLROSS,486033
NORTH BUSBY ISLAND,466033
NORTH CHENEGA,486005
NORTH CHENEGA ISLAND,476006
"NORTH COCHRANE BAY, PWS",486033
NORTH CULLROSS ISLAND,486033
NORTH CULROS,486033
NORTH CULROSS,486033
NORTH CULROSS ISLAND,486033
NORTH CULROSS PASSAGE,486033
NORTH CURLS,486033
NORTH EAST KNIGHT ISLAND,476007
NORTH EAST PERRY,476033
NORTH END BLACKSTONE,486033
NORTH END BLACKSTONE BAY,486033
NORTH END CHENEGA,476004
NORTH END CULROSS PASSAGE,486033
NORTH END KINGS BAY,486032
NORTH END KNIGHT ISLAND,476032
NORTH END LONE ISLAND,476033
NORTH END OF CHENEGA ISLAN,476004
NORTH END OF CULROSS AND H,486033
NORTH END OF CULROSS PASSA,486033
NORTH END OF CULROSS PASSAGE,486033
NORTH END OF CULROSS PASSAGE WITHIN .75 MILES OF ENTRANCE.,486033
NORTH END OF DANGEROUS PAS,486005
NORTH END OF ESTER PASSAGE,486034
NORTH END OF PASSAGE POINT,486033
NORTH END OF PERRY ISLAND,476033
NORTH END OLSEN ISLAND,476036
NORTH ENTRANCE CULROSS PASSAGE,486033
NORTH ENTRANCE DANGEROUS P,486005
NORTH ENTRANCE OF CULROSS,486033
NORTH ENTRANCE TO CULROSS PASS,486033
NORTH ENTRANCE TO DANGEROU,486005
NORTH ESTER,486034
NORTH ESTER PASSAGE,476033
NORTH ESTHER PASS,476033
NORTH ESTHER PASSAGE,486034
NORTH EVANS ISLAND,486001
NORTH GREEN ISLAND,476007
NORTH INGOT ISLAND,486034
NORTH KINGS BAY,486032
NORTH LATOUCHE ISLAND,476004
NORTH LINE ESHAMY DISTRICT,476006
NORTH LINE MAIN BAY,486031
NORTH OF CULROSS BAY,486033
NORTH OF DEEP WATER BAY,486033
NORTH OF ESHAMY BAY,476006
NORTH OF ESTHER BAY,476033
NORTH OF GLACEIR ISLAND,476035
NORTH OF GLACIER ISLAND,476035
NORTH OF OIL TERMINAL,466100
NORTH OF OLSEN ISLAND,476036
NORTH OF PIGOT POINT,486034
NORTH OF SAWMILL BAY,466100
NORTH OF SIWASH,476036
NORTH OF WHITTIER BY THE SEAGULL WATERFALLS,486033
NORTH OLSEN ISLAND,476036
NORTH PASSAGE,499999
NORTH PASSAGE CANAL,486033
NORTH PASSSAGE CANAL,486033
NORTH PERI ILAND,476033
NORTH PERRY ISLAND,476033
NORTH PIGOT BAY,486034
NORTH PORT BAINBRIDGE,486001
NORTH SHORE OF VALDEZ ARM,466100
NORTH SHORE VALDEZ ARM,466100
NORTH SIDE BUSBY ISLAND,466033
NORTH SIDE ELENOR ISLAND,476032
NORTH SIDE OF CULROSS ISLAND,486033
NORTH SIDE OF CULROSS PASSAGE WITHIN .75 MILES OF ENTRANCE.,486033
NORTH SIDE OF MEW COVE,476007
NORTH SIDE OF MEW COVE/KNIGHT ISLAND,476005
NORTH SIDE OF PASSAGE CANAL,486033
NORTH SIDE OF PERRY ISLAND,476033
"NORTH SIDE OF PORT VALDEZ, W OF PERKINS POINT",466100
NORTH SIDE PERRY ISLAND,476033
NORTH WEST OF HEAD OF BLACKSTONE,486033
NORTH WEST OF PERRY ISLAND,476033
NORTH WEST PERRY ISLAND,476033
NORTHEAST COCHRANE BAY,486033
NORTHEAST PERRY ISLAND,476033
NORTHEASTE PERRY ISLAND,476033
NORTHERN MOUTH OF CULROSS,486033
NORTHSIDE OF CULROSS ISLAND,486033
NORTHWEST BAY,476032
NORTHWEST BAY (ELEANOR ISL,476032
NORTHWEST BAY ELEANOR ISLAND,476032
NUCHEK BAY,466003
NUNAKWICK INLET,476036
NUNKA BAY,499999
NW BAY KNIGHT ISLAND,476032
NW BLACKSTONE BAY,486033
NW BUSBY ISLAND,466033
NW DEEP WATER,486032
"NW DEEP WATER, PORT NEIL",486032
NW END EAGLES ISLE,499999
NW ESTHER ISLAND,486034
NW ESTHER PASSAGE,476033
NW GLACIER ISLAND,476035
NW OF CRAFTON,476032
NW OF LUGOT,486034
NW PERRY ISLAND,486033
NW POINT OF PERRY ISLE IN,476033
NW POINT OF W TWIN BAY,476033
NW POINT PERRY ISLAND,476033
NW PORT VALDEZ,466100
NW PORT WELLS,486034
NW SIDE PERRY ISLAND,476033
NW SIMPSON BAY ORCA INLET,456031
OCHRANE,486033
OFF BLIGH ISLAND IN FIDALGO,466033
OFF BURR POINT,499999
OFF BUSH POINT (PERRY ISLAND),486033
OFF EMERALD IS,486033
"OFF MINERAL CREEK, VALDEZ BAY",466100
OFF NEPTUNE POINT,486033
OFF OF ICEBERG POINT,476035
OFF OF NAKED ISLAND,476034
OFF PAKENHAM POINT,486034
OFF PRINCE EDWARD ISLAND,499999
OFF SW CORNER OF BALD HEAD CHRIS,476033
OFF ZIEGLER COVE NEAR WEAT,486031
OK POE BAY,486033
OLD CHENEGA,486005
OLD TOWN,466100
OLD VALDEZ HARBOR,466100
OLSEN BAY,466031
OLSEN COVE,476036
OLSEN IS,476036
OLSEN IS.,476036
OLSEN ISLAND,476036
OLSEN ISLAND - FAIRMONT IS,476036
OLSEN ISLAND - UNAKIWK,476036
OLSEN ISLAND EAST SIDE,476036
OLSEN ISLAND SOUTH END,476036
"OLSEN ISLAND, NORTHEAST EN",476036
"OLSEN ISLAND, SOUTH END",476036
OLSON BAY,466031
OLSON IS,476036
OLSON ISLAND,476036
OLSON ISLAND (NORTH),476036
OLSON ISLAND (SOUTH),476036
ONE BAY,499999
OPENING OF BAINBRIDGE PASS,476004
OPENING TO BLACK STONE BAY,486033
ORCA BAY,466031
ORCA BAY ACROSS FROM BOMB PT.,456031
ORCA BAY ACROSS FROM SHEEP BAY,466031
OTTER COVE,476004
OTTER SOUND,499999
OUT FRONT OF PORT NELLE JUAN,486031
OUT OFF ZIEGLER COVE NEAR,486031
OUT SIDE WHITTIER PORT,486033
OUTER PIGOT BAY,486034
OUTSID VALDEZ HARBOR,466100
OUTSIDE 3 FINGERS,486033
"OUTSIDE BASS HARBOR, NAKED",476032
"OUTSIDE BAY, NAKED ISLAND",476034
"OUTSIDE BETTLES BAY, PW",486034
OUTSIDE BLUE FIORD,486003
OUTSIDE CASCADE BAY,476033
"OUTSIDE COLUMBIA, FLENT PT",476035
OUTSIDE CRAFTON ISLAND,476006
OUTSIDE DEEP WATER BAY,486032
OUTSIDE DRIER BAY,476005
OUTSIDE EASTSIDE APPLEGATE ISLAND,486031
OUTSIDE ENTRANCE TO NORTHW,499999
OUTSIDE ESHAMY BAY,476006
OUTSIDE ESTHER BAY,476033
OUTSIDE FOUL BAY,486031
"OUTSIDE GRANITE BAY, ESTER IS, PW",486034
OUTSIDE HIDDEN BAY,486033
OUTSIDE HUMMER BAY,486034
OUTSIDE JACK BAY,466100
OUTSIDE LAKE BAY,486033
OUTSIDE LOWER HERRING,476006
OUTSIDE MAIN BAY,486031
OUTSIDE MINK ISLAND - PORT NELLY JUAN,486031
"OUTSIDE MUELLER COVE, UNAKWICK",476036
OUTSIDE OF BETTLES BAY,486034
OUTSIDE OF CASCADE BAY,476036
OUTSIDE OF COCHRAN,486033
"OUTSIDE OF HARBOR, PORT OF",499999
OUTSIDE OF HOBO BAY,486034
OUTSIDE OF MAIN BAY,486031
OUTSIDE OF MINK ISLAND,486031
OUTSIDE OF QUILLIAN BAY,486033
OUTSIDE OF QULLIAN BAY,486033
OUTSIDE OF SHOOP BAY,466100
OUTSIDE OF SHOUP  AY,466100
OUTSIDE OF SHOUP BAY,466100
OUTSIDE OF WHITTIER IN THE BAY,486033
OUTSIDE PAULSON BAY,486033
OUTSIDE PIGOT BAY,486034
OUTSIDE PIRATE COVE,486034
OUTSIDE QUILLIAN BAY,486033
OUTSIDE SAW MILL BAY,466100
OUTSIDE SAWMILL BAY,466100
OUTSIDE SHOUP  BAY,466100
OUTSIDE SHOUP BAY,466100
OUTSIDE SIWASH BAY,476036
"OUTSIDE SIWASH BAY, UNAKWIK",476036
OUTSIDE SURPRISE COVE,486033
OUTSIDE THE NEW VALDEZ BOA,466100
"OUTSIDE THE VALDEZ, SMALL BOAT HARBOR",466100
OUTSIDE TWO MOON BAY,466033
OUTSIDE VALDEZ HARBOR,466100
OUTSIDE VALDEZ PORT,466100
OUTSIDE WHITTIER,486033
"OUTSIDE WINTER ANCHORAGE,",499999
OUTSIDE ZIEGLER COVE,486031
P0RT VALDEZ,466100
PACANUM,486100
PACKENHAM POINT,486100
PACKENHAM POINT MORRAINE,486100
PACKENHAM PT.,486100
PACKENHAM REEF,486100
PACKING HAM,486100
PACKINGHAM,486100
PACKINGHAM POINT,486100
PACKINHAM POINT,486100
PADDY BAY,486005
PAGET BAY,486100
PAKENHAM,486100
PAKENHAM MORAINE,486100
PAKENHAM POINT,486100
PAKENHAM POINT PORT WELLS,486100
PAKENHAM PT,486100
PAKENHAM PT COLLEGE FIORD,486100
PAKENHAM PT.,486100
PAKINGHAM,486100
PAKINGHAM POINT,486100
PAKINHAM,486100
PAKINHAM PT,486100
PAKINHAM PT.,486100
PAKINHAM REEF,486100
PAPOOSE BAY,476033
PARSHAS BAY,466031
PARSHAS BAY PORT GRAVINA,466031
PASAGE CANAL,486033
PASS CHANNEL,486033
PASSAGE,486033
PASSAGE CANAL,486033
PASSAGE CANAL  POH BAY,486033
PASSAGE CANAL (HEAD OF BAY,486033
PASSAGE CANAL (WHITTIER),486033
PASSAGE CANAL - NORTH END,486033
PASSAGE CANAL - S SIDE,486033
PASSAGE CANAL - SOUTH SHOR,486033
PASSAGE CANAL - SOUTH SIDE,486033
PASSAGE CANAL 2 MILES EAST,486033
PASSAGE CANAL 2 MILES FROM,486033
PASSAGE CANAL 3 MILES FROM,486033
PASSAGE CANAL ACROSS CANAL,486033
PASSAGE CANAL ACROSS FROM HARBOR,486033
PASSAGE CANAL ACROSS FROM WHITTIER,486033
PASSAGE CANAL ACROSS FROM WHITTIER HARBOR,486033
PASSAGE CANAL ACROSS WHITTIER HARBOR,486033
PASSAGE CANAL AND COCHRAN BAY,486033
PASSAGE CANAL AT SHOTGUN C,486033
PASSAGE CANAL BUSH BANKS,486033
